ad_id,ad_text,industry,platform,date,day_of_week,hour,impressions,clicks,ctr,cpc,cost,conversions,cvr,revenue,roi,sentiment_score,performance
AD_0757,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,Facebook,2024-07-07,Sunday,4,28829,326,0.0113,1.28,418.49,8,0.0258,403.81,-0.035,0.7,Low
AD_0758,🎯 Financial planning made simple. Book consultation,finance,LinkedIn,2024-08-06,Tuesday,16,4659,45,0.0097,7.44,334.82,0,0.0168,0.0,-1.0,0.5,Low
AD_0759,⚕️ Trusted healthcare providers in your area,healthcare,Google Ads,2024-09-22,Sunday,15,32358,1340,0.0414,3.28,4400.51,34,0.0258,4318.49,-0.019,0.55,Low
AD_0760,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,Instagram,2024-07-08,Monday,5,22691,290,0.0128,0.6,172.81,4,0.0154,539.25,2.12,0.5,High
AD_0761,🚀 Revolutionary AI software that transforms your business operations!,tech,Google Ads,2024-11-05,Tuesday,7,22672,1080,0.0477,1.64,1769.68,24,0.0231,4618.48,1.61,0.65,High
AD_0762,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,Facebook,2024-04-16,Tuesday,7,30087,572,0.019,1.34,768.01,34,0.0611,1524.88,0.985,0.7,High
AD_0763,👗 New collection just dropped. Be the first to shop!,ecommerce,Facebook,2024-10-30,Wednesday,14,41555,451,0.0109,0.94,424.47,14,0.0313,1158.02,1.728,0.65,High
AD_0764,💊 Prescription delivery to your door. Order now!,healthcare,Google Ads,2024-08-10,Saturday,3,21698,541,0.0249,2.4,1295.81,9,0.0176,1231.87,-0.049,0.6,Low
AD_0765,🌟 Premium quality at unbeatable prices,ecommerce,Twitter,2024-07-29,Monday,1,14161,123,0.0087,0.94,115.61,5,0.0442,339.4,1.936,0.8,High
AD_0766,🩺 Advanced healthcare solutions for better living,healthcare,LinkedIn,2024-06-14,Friday,3,12957,130,0.0101,3.61,469.52,1,0.0109,130.46,-0.722,0.5,Low
AD_0767,📊 Smart investment tools for modern investors,finance,Twitter,2024-12-05,Thursday,1,18772,104,0.0056,0.38,39.06,0,0.0068,0.0,-1.0,0.5,Low
AD_0768,"💚 Your health, our priority. Comprehensive care plans",healthcare,LinkedIn,2024-05-15,Wednesday,2,12831,74,0.0058,1.79,132.74,1,0.0267,127.26,-0.041,0.5,Low
AD_0769,💊 Prescription delivery to your door. Order now!,healthcare,Twitter,2024-10-28,Monday,7,38045,186,0.0049,0.28,52.2,2,0.0112,161.57,2.095,0.6,High
AD_0770,"💸 Save more, spend wisely. Download our app!",finance,Twitter,2024-11-30,Saturday,22,41216,399,0.0097,1.08,432.35,1,0.0048,126.42,-0.708,0.65,Low
AD_0771,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Instagram,2024-08-27,Tuesday,4,40850,634,0.0155,1.16,733.94,19,0.0315,1748.28,1.382,0.5,High
AD_0772,💳 Get approved for loans in 24 hours. Apply today!,finance,Google Ads,2024-11-08,Friday,1,28675,744,0.026,4.62,3434.86,10,0.0145,649.5,-0.811,0.6,Low
AD_0773,⚡ Lightning deals! Save big on trending products,ecommerce,Facebook,2024-08-19,Monday,17,16194,206,0.0127,0.39,80.93,10,0.0506,1053.48,12.018,0.8,High
AD_0774,"💸 Save more, spend wisely. Download our app!",finance,Instagram,2024-09-30,Monday,9,19646,322,0.0164,0.35,112.89,4,0.0148,617.73,4.472,0.65,High
AD_0775,⚡ Lightning deals! Save big on trending products,ecommerce,Google Ads,2024-11-29,Friday,16,33353,1492,0.0447,2.84,4234.23,64,0.0431,6885.26,0.626,0.8,High
AD_0776,⚡ Speed up your workflow with cutting-edge technology,tech,Google Ads,2024-10-18,Friday,13,25090,1550,0.0618,2.8,4335.44,10,0.0069,526.95,-0.878,0.65,Low
AD_0777,🎯 Smart automation for modern businesses. Get started today!,tech,Google Ads,2024-12-02,Monday,20,18718,555,0.0297,2.47,1368.34,12,0.0232,3378.14,1.469,0.6,High
AD_0778,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Facebook,2024-04-06,Saturday,4,16504,184,0.0112,0.41,75.98,4,0.0236,582.36,6.665,0.5,High
AD_0779,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,Google Ads,2024-10-22,Tuesday,21,34635,1104,0.0319,2.25,2487.99,34,0.0316,2172.35,-0.127,0.5,Low
AD_0780,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,LinkedIn,2024-02-25,Sunday,18,30992,246,0.008,3.21,790.53,9,0.0381,968.91,0.226,0.5,Medium
AD_0781,🔥 Hot deals alert! Don't miss out on savings,ecommerce,Twitter,2024-05-25,Saturday,14,25660,136,0.0053,1.11,151.55,5,0.0413,408.62,1.696,0.75,High
AD_0782,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,Facebook,2024-06-05,Wednesday,16,31270,648,0.0207,1.14,736.34,23,0.0362,2741.18,2.723,0.65,High
AD_0783,🌟 Premium quality at unbeatable prices,ecommerce,Facebook,2024-06-25,Tuesday,15,4626,123,0.0267,2.15,264.11,0,0.0066,0.0,-1.0,0.8,Low
AD_0784,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,Google Ads,2024-12-03,Tuesday,23,5175,288,0.0558,0.93,269.09,12,0.0422,1121.59,3.168,0.7,High
AD_0785,⭐ Award-winning software trusted by industry leaders,tech,Google Ads,2024-09-03,Tuesday,21,15021,592,0.0394,1.41,834.6,20,0.0353,7461.09,7.94,0.55,High
AD_0786,📦 Free shipping on orders over $50. Limited time!,ecommerce,LinkedIn,2024-11-05,Tuesday,17,26752,183,0.0069,0.49,89.85,9,0.0546,103.4,0.151,0.75,Medium
AD_0787,🩺 Advanced healthcare solutions for better living,healthcare,Facebook,2024-06-15,Saturday,6,25502,315,0.0124,1.08,338.98,3,0.0123,526.11,0.552,0.5,High
AD_0788,"💚 Your health, our priority. Comprehensive care plans",healthcare,Facebook,2024-05-05,Sunday,9,11748,236,0.0201,0.92,216.25,4,0.0205,560.4,1.591,0.5,High
AD_0789,👗 New collection just dropped. Be the first to shop!,ecommerce,Facebook,2024-08-07,Wednesday,15,32331,500,0.0155,0.41,205.79,12,0.0243,1157.99,4.627,0.65,High
AD_0790,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,LinkedIn,2024-01-18,Thursday,3,37877,355,0.0094,3.29,1169.18,10,0.0308,736.22,-0.37,0.7,Low
AD_0791,🏥 Book your health checkup online. Easy scheduling!,healthcare,Instagram,2024-02-18,Sunday,5,37160,469,0.0126,0.16,75.06,12,0.0259,1122.61,13.955,0.5,High
AD_0792,"💪 Stay healthy, stay happy. Wellness programs available",healthcare,Facebook,2024-01-01,Monday,13,46158,630,0.0137,1.04,654.2,0,0.001,0.0,-1.0,0.5,Low
AD_0793,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Twitter,2024-12-08,Sunday,20,1678,13,0.0079,0.87,11.28,0,0.0123,0.0,-1.0,0.5,Low
AD_0794,👗 New collection just dropped. Be the first to shop!,ecommerce,Google Ads,2024-12-05,Thursday,8,22411,960,0.0429,3.08,2952.65,36,0.0384,2112.97,-0.284,0.65,Low
AD_0795,💡 Innovation meets efficiency. Discover our tech solutions,tech,Google Ads,2024-04-07,Sunday,2,14490,449,0.031,3.05,1367.78,15,0.0345,3421.77,1.502,0.5,High
AD_0796,👗 New collection just dropped. Be the first to shop!,ecommerce,Twitter,2024-01-21,Sunday,12,7378,22,0.003,0.61,13.4,0,0.0293,0.0,-1.0,0.65,Low
AD_0797,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,Facebook,2024-06-15,Saturday,20,25014,335,0.0134,1.08,362.65,2,0.0075,101.39,-0.72,0.5,Low
AD_0798,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,Google Ads,2024-01-01,Monday,6,28433,450,0.0158,2.4,1079.42,4,0.0098,362.9,-0.664,0.65,Low
AD_0799,💊 Prescription delivery to your door. Order now!,healthcare,Instagram,2024-02-21,Wednesday,18,41187,732,0.0178,1.39,1016.92,15,0.0211,507.41,-0.501,0.6,Low
AD_0800,🔒 Protect your assets with our secure solutions,finance,Facebook,2024-01-04,Thursday,0,37018,640,0.0173,1.2,766.35,12,0.0198,1567.63,1.046,0.55,High
AD_0801,📦 Free shipping on orders over $50. Limited time!,ecommerce,Facebook,2024-11-30,Saturday,13,24042,431,0.018,1.78,766.51,30,0.0701,1300.44,0.697,0.75,High
AD_0802,🔒 Protect your assets with our secure solutions,finance,Google Ads,2024-01-28,Sunday,7,38939,1266,0.0325,1.82,2303.49,15,0.0124,1328.21,-0.423,0.55,Low
AD_0803,💊 Prescription delivery to your door. Order now!,healthcare,Instagram,2024-10-10,Thursday,3,11775,128,0.0109,0.5,64.49,0,0.0062,0.0,-1.0,0.6,Low
AD_0804,💡 Innovation meets efficiency. Discover our tech solutions,tech,Google Ads,2024-05-22,Wednesday,9,4127,105,0.0257,3.86,405.29,4,0.0442,1009.81,1.492,0.5,High
AD_0805,🎯 Financial planning made simple. Book consultation,finance,LinkedIn,2024-10-27,Sunday,4,39672,278,0.007,4.91,1364.51,3,0.0108,360.9,-0.736,0.5,Low
AD_0806,📈 Grow your wealth with expert financial advice. Start now!,finance,Instagram,2024-07-25,Thursday,18,29666,333,0.0112,0.79,263.33,3,0.0107,589.9,1.24,0.65,High
AD_0807,⚡ Speed up your workflow with cutting-edge technology,tech,LinkedIn,2024-06-19,Wednesday,11,15419,122,0.0079,1.0,121.6,3,0.0311,542.42,3.461,0.65,High
AD_0808,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Google Ads,2024-12-23,Monday,13,4407,49,0.0112,1.58,77.21,0,0.016,0.0,-1.0,0.5,Low
AD_0809,🩺 Advanced healthcare solutions for better living,healthcare,Instagram,2024-02-03,Saturday,3,44169,559,0.0127,0.49,272.84,8,0.0156,945.19,2.464,0.5,High
AD_0810,📈 Grow your wealth with expert financial advice. Start now!,finance,Google Ads,2024-08-16,Friday,23,44454,2007,0.0451,2.31,4631.72,2,0.001,304.27,-0.934,0.65,Low
AD_0811,🔬 Cutting-edge medical technology at your service,healthcare,Facebook,2024-06-15,Saturday,10,49784,500,0.0101,1.15,574.08,3,0.0077,342.21,-0.404,0.5,Low
AD_0812,💳 Get approved for loans in 24 hours. Apply today!,finance,Google Ads,2024-04-17,Wednesday,20,37863,804,0.0212,3.41,2744.13,10,0.0131,1628.01,-0.407,0.6,Low
AD_0813,"🔥 Join 10,000+ companies using our AI-powered platform",tech,Instagram,2024-08-02,Friday,19,39176,585,0.0149,1.48,864.74,31,0.0535,1955.3,1.261,0.65,High
AD_0814,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,Facebook,2024-11-25,Monday,21,8645,124,0.0144,1.31,162.09,0,0.0022,0.0,-1.0,0.7,Low
AD_0815,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,Facebook,2024-07-20,Saturday,19,33930,466,0.0137,1.1,514.9,41,0.0891,1838.99,2.572,0.5,High
AD_0816,🎯 Financial planning made simple. Book consultation,finance,Instagram,2024-04-24,Wednesday,20,14403,194,0.0135,0.91,175.65,3,0.0162,473.79,1.697,0.5,High
AD_0817,"🔥 Join 10,000+ companies using our AI-powered platform",tech,Instagram,2024-07-11,Thursday,12,11789,142,0.0121,0.75,106.96,6,0.0456,1314.43,11.288,0.65,High
AD_0818,"🔥 Join 10,000+ companies using our AI-powered platform",tech,Twitter,2024-07-13,Saturday,20,19312,151,0.0079,0.1,15.1,3,0.0253,470.77,30.177,0.65,High
AD_0819,🚀 Revolutionary AI software that transforms your business operations!,tech,Google Ads,2024-05-20,Monday,10,7240,332,0.0459,3.82,1267.09,7,0.0221,1019.06,-0.196,0.65,Low
AD_0820,🎯 Financial planning made simple. Book consultation,finance,Google Ads,2024-11-30,Saturday,18,26022,1116,0.0429,2.86,3190.52,19,0.0176,2104.64,-0.34,0.5,Low
AD_0821,🔬 Cutting-edge medical technology at your service,healthcare,Twitter,2024-07-31,Wednesday,21,2986,17,0.0058,1.07,18.21,0,0.0184,0.0,-1.0,0.5,Low
AD_0822,🔒 Protect your assets with our secure solutions,finance,Facebook,2024-10-26,Saturday,2,36592,784,0.0214,1.36,1069.97,5,0.0074,187.94,-0.824,0.55,Low
AD_0823,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,LinkedIn,2024-01-06,Saturday,8,17885,95,0.0054,4.96,470.94,2,0.0259,580.26,0.232,0.65,Medium
AD_0824,💰 Secure your financial future with our investment platform,finance,LinkedIn,2024-12-24,Tuesday,1,45377,446,0.0098,4.52,2015.71,3,0.0079,574.28,-0.715,0.55,Low
AD_0825,"💚 Your health, our priority. Comprehensive care plans",healthcare,Google Ads,2024-09-01,Sunday,22,10472,405,0.0387,1.66,670.55,8,0.02,1066.79,0.591,0.5,High
AD_0826,⚕️ Trusted healthcare providers in your area,healthcare,LinkedIn,2024-09-29,Sunday,12,29477,248,0.0084,5.92,1468.27,8,0.0333,881.51,-0.4,0.55,Low
AD_0827,⚡ Speed up your workflow with cutting-edge technology,tech,LinkedIn,2024-04-17,Wednesday,2,16167,162,0.0101,1.29,208.96,1,0.0115,189.3,-0.094,0.65,Low
AD_0828,📦 Free shipping on orders over $50. Limited time!,ecommerce,Instagram,2024-07-17,Wednesday,6,14560,379,0.0261,1.13,428.54,37,0.0988,3691.8,7.615,0.75,High
AD_0829,"💸 Save more, spend wisely. Download our app!",finance,Instagram,2024-05-31,Friday,18,13067,225,0.0172,1.37,308.05,2,0.013,256.3,-0.168,0.65,Low
AD_0830,🎯 Smart automation for modern businesses. Get started today!,tech,Facebook,2024-09-28,Saturday,13,38477,853,0.0222,1.34,1145.03,24,0.0288,4932.02,3.307,0.6,High
AD_0831,💰 Secure your financial future with our investment platform,finance,LinkedIn,2024-04-04,Thursday,2,11750,64,0.0055,1.63,104.55,0,0.0029,0.0,-1.0,0.55,Low
AD_0832,💊 Prescription delivery to your door. Order now!,healthcare,LinkedIn,2024-06-25,Tuesday,19,7697,87,0.0114,5.08,442.33,1,0.0156,78.37,-0.823,0.6,Low
AD_0833,🎯 Smart automation for modern businesses. Get started today!,tech,Facebook,2024-09-15,Sunday,23,15196,279,0.0184,0.81,227.03,5,0.018,1323.61,4.83,0.6,High
AD_0834,📈 Grow your wealth with expert financial advice. Start now!,finance,Google Ads,2024-01-05,Friday,22,31725,781,0.0246,1.32,1029.69,26,0.0334,5354.58,4.2,0.65,High
AD_0835,💰 Secure your financial future with our investment platform,finance,Instagram,2024-03-04,Monday,15,3251,51,0.0158,1.21,61.49,0,0.0155,0.0,-1.0,0.55,Low
AD_0836,⚡ Lightning deals! Save big on trending products,ecommerce,Twitter,2024-03-05,Tuesday,11,14036,93,0.0067,0.78,72.34,1,0.0183,86.86,0.201,0.8,Medium
AD_0837,📊 Smart investment tools for modern investors,finance,Instagram,2024-10-11,Friday,3,6611,66,0.0101,0.74,48.74,0,0.0148,0.0,-1.0,0.5,Low
AD_0838,💡 Innovation meets efficiency. Discover our tech solutions,tech,Facebook,2024-11-09,Saturday,13,35768,428,0.012,0.89,382.0,13,0.0307,2974.87,6.788,0.5,High
AD_0839,📦 Free shipping on orders over $50. Limited time!,ecommerce,Instagram,2024-04-12,Friday,22,18706,366,0.0196,0.82,298.67,14,0.0403,1540.8,4.159,0.75,High
AD_0840,⭐ Award-winning software trusted by industry leaders,tech,Facebook,2024-06-25,Tuesday,16,17559,258,0.0147,1.33,343.06,9,0.0353,2429.29,6.081,0.55,High
AD_0841,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,Facebook,2024-07-13,Saturday,18,26251,465,0.0177,1.43,667.16,20,0.044,938.82,0.407,0.7,Medium
AD_0842,"💸 Save more, spend wisely. Download our app!",finance,Google Ads,2024-03-02,Saturday,8,2849,143,0.0503,0.66,94.59,1,0.0088,151.49,0.602,0.65,High
AD_0843,💻 Cut costs by 40% with our automated solutions. Try free trial!,tech,Google Ads,2024-03-29,Friday,23,32076,1944,0.0606,2.16,4191.67,93,0.0481,14453.05,2.448,0.65,High
AD_0844,🚀 Revolutionary AI software that transforms your business operations!,tech,Google Ads,2024-11-29,Friday,0,47694,2599,0.0545,3.64,9471.52,64,0.025,10054.9,0.062,0.65,Medium
AD_0845,💰 Secure your financial future with our investment platform,finance,Google Ads,2024-07-02,Tuesday,11,23259,796,0.0342,1.41,1124.21,12,0.0156,1684.22,0.498,0.55,Medium
AD_0846,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Instagram,2024-03-10,Sunday,1,16282,167,0.0103,0.86,143.62,3,0.0182,374.92,1.61,0.5,High
AD_0847,🩺 Advanced healthcare solutions for better living,healthcare,Instagram,2024-05-04,Saturday,7,21619,242,0.0112,1.31,316.17,1,0.0049,117.93,-0.627,0.5,Low
AD_0848,🔬 Cutting-edge medical technology at your service,healthcare,Facebook,2024-04-15,Monday,2,44039,485,0.011,1.28,619.69,11,0.0237,1551.39,1.504,0.5,High
AD_0849,📦 Free shipping on orders over $50. Limited time!,ecommerce,Facebook,2024-07-13,Saturday,21,32416,584,0.018,1.09,634.16,8,0.0145,430.69,-0.321,0.75,Low
AD_0850,⚡ Speed up your workflow with cutting-edge technology,tech,Instagram,2024-03-27,Wednesday,16,46809,419,0.009,1.42,595.23,13,0.0328,2952.7,3.961,0.65,High
AD_0851,🌟 Transform your business with AI. Limited time offer!,tech,Facebook,2024-01-27,Saturday,14,21541,274,0.0127,2.03,554.89,12,0.044,3142.16,4.663,0.75,High
AD_0852,⚡ Lightning deals! Save big on trending products,ecommerce,Facebook,2024-05-07,Tuesday,2,37704,701,0.0186,0.84,588.92,55,0.0785,4418.68,6.503,0.8,High
AD_0853,🏥 Book your health checkup online. Easy scheduling!,healthcare,Facebook,2024-05-23,Thursday,6,35929,457,0.0127,0.79,362.09,12,0.0281,1187.52,2.28,0.5,High
AD_0854,⚡ Lightning deals! Save big on trending products,ecommerce,Google Ads,2024-10-14,Monday,19,22059,927,0.042,1.84,1702.99,17,0.0185,1238.25,-0.273,0.8,Low
AD_0855,🔒 Protect your assets with our secure solutions,finance,Twitter,2024-05-23,Thursday,18,2468,12,0.0052,1.07,12.79,0,0.0189,0.0,-1.0,0.55,Low
AD_0856,🩺 Advanced healthcare solutions for better living,healthcare,Instagram,2024-10-11,Friday,17,9012,85,0.0095,1.31,110.99,1,0.0181,162.95,0.468,0.5,Medium
AD_0857,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Instagram,2024-01-03,Wednesday,13,43968,405,0.0092,1.22,493.66,6,0.015,1345.89,1.726,0.5,High
AD_0858,"🔥 Join 10,000+ companies using our AI-powered platform",tech,Facebook,2024-07-29,Monday,11,43498,369,0.0085,1.53,566.03,17,0.0481,4111.78,6.264,0.65,High
AD_0859,💡 Innovation meets efficiency. Discover our tech solutions,tech,Google Ads,2024-01-01,Monday,21,44723,1763,0.0394,3.81,6717.37,82,0.0466,11416.36,0.7,0.5,High
AD_0860,"💚 Your health, our priority. Comprehensive care plans",healthcare,Instagram,2024-02-10,Saturday,6,34383,277,0.0081,0.9,248.89,5,0.0207,558.04,1.242,0.5,High
AD_0861,🎯 Financial planning made simple. Book consultation,finance,Facebook,2024-07-10,Wednesday,1,38755,229,0.0059,0.89,202.76,4,0.0217,651.45,2.213,0.5,High
AD_0862,📊 Smart investment tools for modern investors,finance,Twitter,2024-02-06,Tuesday,1,10490,74,0.0071,0.52,38.62,1,0.0258,126.94,2.287,0.5,High
AD_0863,🎯 Financial planning made simple. Book consultation,finance,Facebook,2024-09-29,Sunday,11,43879,426,0.0097,2.29,976.18,8,0.0198,926.03,-0.051,0.5,Low
AD_0864,💊 Prescription delivery to your door. Order now!,healthcare,Instagram,2024-08-13,Tuesday,3,22575,194,0.0086,0.83,161.42,5,0.029,363.14,1.25,0.6,High
AD_0865,🎯 Financial planning made simple. Book consultation,finance,LinkedIn,2024-01-30,Tuesday,18,31988,137,0.0043,2.74,376.06,2,0.0153,257.46,-0.315,0.5,Low
AD_0866,🌟 Transform your business with AI. Limited time offer!,tech,Facebook,2024-09-14,Saturday,4,36983,633,0.0171,1.26,799.18,20,0.0323,7852.45,8.826,0.75,High
AD_0867,📊 Smart investment tools for modern investors,finance,Google Ads,2024-04-11,Thursday,10,7789,239,0.0308,1.8,429.02,3,0.0133,637.52,0.486,0.5,Medium
AD_0868,🔬 Cutting-edge medical technology at your service,healthcare,Instagram,2024-05-03,Friday,14,40753,454,0.0112,2.06,933.09,12,0.0269,1215.99,0.303,0.5,Medium
AD_0869,🎁 Perfect gifts for every occasion. Browse our store,ecommerce,Google Ads,2024-01-30,Tuesday,6,4981,213,0.0428,2.48,527.69,3,0.0162,248.97,-0.528,0.5,Low
AD_0870,📈 Grow your wealth with expert financial advice. Start now!,finance,Google Ads,2024-03-01,Friday,3,23760,1026,0.0432,1.7,1741.86,12,0.0124,1307.16,-0.25,0.65,Low
AD_0871,🔒 Protect your assets with our secure solutions,finance,Facebook,2024-06-29,Saturday,10,9417,200,0.0213,1.15,229.94,2,0.0107,449.88,0.957,0.55,High
AD_0872,💊 Prescription delivery to your door. Order now!,healthcare,Google Ads,2024-07-27,Saturday,11,36312,880,0.0242,3.46,3042.65,14,0.0159,2533.74,-0.167,0.6,Low
AD_0873,🔒 Protect your assets with our secure solutions,finance,Google Ads,2024-04-29,Monday,14,21608,751,0.0348,0.65,490.95,17,0.0239,3746.38,6.631,0.55,High
AD_0874,📦 Free shipping on orders over $50. Limited time!,ecommerce,LinkedIn,2024-02-05,Monday,5,33463,311,0.0093,2.69,837.53,19,0.0634,2035.38,1.43,0.75,High
AD_0875,🛍️ Flash sale! 50% off on all items. Shop now!,ecommerce,Facebook,2024-03-24,Sunday,10,42787,586,0.0137,0.74,435.97,14,0.0252,1029.2,1.361,0.7,High
AD_0876,📈 Grow your wealth with expert financial advice. Start now!,finance,Instagram,2024-10-03,Thursday,7,30505,287,0.0094,0.63,181.57,7,0.0255,1215.97,5.697,0.65,High
AD_0877,🔥 Hot deals alert! Don't miss out on savings,ecommerce,Facebook,2024-07-18,Thursday,1,16128,341,0.0212,0.96,325.96,20,0.061,1726.28,4.296,0.75,High
AD_0878,⚡ Lightning deals! Save big on trending products,ecommerce,Instagram,2024-11-14,Thursday,5,4071,62,0.0152,1.03,63.84,4,0.073,425.82,5.671,0.8,High
AD_0879,🌟 Transform your business with AI. Limited time offer!,tech,Google Ads,2024-11-27,Wednesday,14,6057,313,0.0517,1.95,611.08,12,0.0401,2500.4,3.092,0.75,High
AD_0880,📈 Grow your wealth with expert financial advice. Start now!,finance,LinkedIn,2024-06-28,Friday,3,42570,401,0.0094,3.45,1382.23,0,0.001,0.0,-1.0,0.65,Low
AD_0881,📈 Grow your wealth with expert financial advice. Start now!,finance,Twitter,2024-01-05,Friday,1,48218,264,0.0055,0.31,81.73,6,0.0235,930.19,10.381,0.65,High
AD_0882,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Instagram,2024-03-17,Sunday,12,24806,116,0.0047,1.84,214.01,2,0.019,391.51,0.829,0.5,High
AD_0883,📦 Free shipping on orders over $50. Limited time!,ecommerce,Facebook,2024-08-14,Wednesday,18,10896,159,0.0147,1.52,241.38,8,0.0526,455.32,0.886,0.75,High
AD_0884,📦 Free shipping on orders over $50. Limited time!,ecommerce,Facebook,2024-01-09,Tuesday,2,34688,707,0.0204,1.66,1173.45,34,0.0488,2168.72,0.848,0.75,High
AD_0885,🔒 Protect your assets with our secure solutions,finance,Instagram,2024-11-10,Sunday,4,5792,38,0.0067,1.23,46.67,0,0.0198,0.0,-1.0,0.55,Low
AD_0886,💡 Innovation meets efficiency. Discover our tech solutions,tech,Twitter,2024-02-17,Saturday,1,49288,49,0.001,0.84,41.22,1,0.0267,168.54,3.089,0.5,High
AD_0887,🏥 Book your health checkup online. Easy scheduling!,healthcare,Google Ads,2024-03-06,Wednesday,18,9169,305,0.0333,1.67,510.41,5,0.0176,526.76,0.032,0.5,Medium
AD_0888,⚕️ Trusted healthcare providers in your area,healthcare,LinkedIn,2024-07-11,Thursday,0,11929,111,0.0094,2.57,285.8,0,0.0053,0.0,-1.0,0.55,Low
AD_0889,⚕️ Trusted healthcare providers in your area,healthcare,Instagram,2024-03-08,Friday,11,46269,698,0.0151,0.49,344.88,22,0.0326,2040.17,4.916,0.55,High
AD_0890,"🏦 Bank with confidence. Zero fees, maximum returns",finance,LinkedIn,2024-04-16,Tuesday,8,21539,104,0.0049,0.94,97.62,1,0.0119,69.76,-0.285,0.5,Low
AD_0891,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,Facebook,2024-01-14,Sunday,19,30774,621,0.0202,1.13,699.67,20,0.0336,2419.12,2.458,0.5,High
AD_0892,📊 Smart investment tools for modern investors,finance,LinkedIn,2024-07-12,Friday,13,5700,54,0.0095,3.53,190.47,1,0.0231,135.25,-0.29,0.5,Low
AD_0893,🏥 Book your health checkup online. Easy scheduling!,healthcare,Google Ads,2024-02-04,Sunday,8,8910,209,0.0235,0.1,20.9,8,0.0414,1339.61,63.096,0.5,High
AD_0894,👨‍⚕️ Consult top doctors from home. Telemedicine made simple,healthcare,LinkedIn,2024-06-11,Tuesday,6,29997,268,0.009,3.8,1018.86,5,0.0193,861.84,-0.154,0.5,Low
AD_0895,💰 Secure your financial future with our investment platform,finance,Google Ads,2024-05-28,Tuesday,22,6972,235,0.0338,2.1,493.53,4,0.0175,544.09,0.102,0.55,Medium
AD_0896,💎 Luxury items at affordable prices. Shop today!,ecommerce,Facebook,2024-07-30,Tuesday,15,34798,327,0.0094,1.07,351.51,15,0.0479,498.23,0.417,0.6,Medium
AD_0897,🌟 Premium quality at unbeatable prices,ecommerce,Instagram,2024-05-30,Thursday,8,12953,156,0.0121,0.18,28.46,2,0.0181,115.38,3.054,0.8,High
AD_0898,💰 Secure your financial future with our investment platform,finance,Facebook,2024-05-03,Friday,19,33408,243,0.0073,1.19,289.28,5,0.021,540.68,0.869,0.55,High
AD_0899,💰 Secure your financial future with our investment platform,finance,Facebook,2024-12-13,Friday,8,14280,321,0.0225,1.0,320.57,5,0.0167,763.0,1.38,0.55,High
AD_0900,⭐ Award-winning software trusted by industry leaders,tech,LinkedIn,2024-07-24,Wednesday,11,10336,59,0.0057,6.83,403.01,1,0.0303,231.42,-0.426,0.55,Low
AD_0901,"🏦 Bank with confidence. Zero fees, maximum returns",finance,Google Ads,2024-02-08,Thursday,7,20049,503,0.0251,3.66,1839.75,8,0.0161,573.45,-0.688,0.5,Low
AD_0902,📊 Smart investment tools for modern investors,finance,Facebook,2024-07-26,Friday,23,32007,706,0.0221,1.47,1036.34,10,0.0149,1889.09,0.823,0.5,High
AD_0903,"🔥 Join 10,000+ companies using our AI-powered platform",tech,Google Ads,2024-08-11,Sunday,12,47314,1089,0.023,2.63,2868.88,32,0.0295,11575.53,3.035,0.65,High
AD_0904,👗 New collection just dropped. Be the first to shop!,ecommerce,Google Ads,2024-03-09,Saturday,7,43596,1508,0.0346,1.74,2625.78,69,0.046,5148.52,0.961,0.65,High
AD_0905,🌟 Premium quality at unbeatable prices,ecommerce,Facebook,2024-12-20,Friday,18,30059,758,0.0252,0.47,359.06,23,0.0306,2026.4,4.644,0.8,High
AD_0906,💡 Innovation meets efficiency. Discover our tech solutions,tech,LinkedIn,2024-08-08,Thursday,18,15017,46,0.0031,6.79,312.54,0,0.018,0.0,-1.0,0.5,Low
AD_0907,💳 Get approved for loans in 24 hours. Apply today!,finance,Google Ads,2024-11-20,Wednesday,15,20938,1371,0.0655,2.26,3103.99,28,0.0208,2968.38,-0.044,0.6,Low
AD_0908,👗 New collection just dropped. Be the first to shop!,ecommerce,Facebook,2024-07-09,Tuesday,1,42034,734,0.0175,2.06,1510.54,19,0.0266,1709.49,0.132,0.65,Medium
